Journal of Strategic Studies,J Strategic Stud,2.44
Journal of Strength and Conditioning Research,J Strength Cond Res,3.775
Journal of Stroke Cerebrovascular Diseases,J Stroke Cerebrovasc,2.136
Journal of Structural Biology,J Struct Biol,2.867
Journal of Structural Chemistry,J Struct Chem+,1.071
Journal of Structural Geology,J Struct Geol,3.571
Journal of Studies in International Education,J Stud Int Educ,2.81
Journal of Studies on Alcohol and Drugs,J Stud Alcohol Drugs,2.582
Journal of Studies on Alcohol and Drugs,J Stud Alcohol Drugs,2.582
Journal of Substance Abuse Treatment,J Subst Abuse Treat,3.77
Journal of Substance Use,J Subst Use,1
Journal of Sulfur Chemistry,J Sulfur Chem,2.68
Journal of Supercomputing,J Supercomput,2.474
Journal of Superconductivity and Novel Magnetism,J Supercond Nov Magn,1.506
Journal of Supercritical Fluids,J Supercrit Fluid,4.577
Journal of Superhard Materials,J Superhard Mater,0.78
Journal of Surfactants and Detergents,J Surfactants Deterg,1.902
Journal of Surgical Education,J Surg Educ,2.891
Journal of Surgical Oncology,J Surg Oncol,3.454
Journal of Surgical Research,J Surg Res,2.192
Journal of Sustainable Tourism,J Sustain Tour,7.968
Journal of Swine Health and Production,J Swine Health Prod,1.528
Journal of Symbolic Computation,J Symb Comput,0.847
Journal of Symbolic Logic,J Symbolic Logic,0.512
Journal of Symplectic Geometry,J Symplect Geom,0.707
Journal of Synchrotron Radiation,J Synchrotron Radiat,2.616
Journal of Synthetic Organic Chemistry Japan,J Syn Org Chem Jpn,0.338
Journal of Systematic Palaeontology,J Syst Palaeontol,2.566
Journal of Systematics and Evolution,J Syst Evol,4.098
Journal of Systems and Software,J Syst Software,2.829
Journal of Systems Architecture,J Syst Architect,3.777
Journal of Systems Engineering and Electronics,J Syst Eng Electron,1.186
Journal of Systems Science and Systems Engineering,J Syst Sci Syst Eng,1.167
Journal of Systems Science Complexity,J Syst Sci Complex,1.26
Journal of Teacher Education,J Teach Educ,5.357
Journal of Teaching in Physical Education,J Teach Phys Educ,4.155
Journal of Teaching in Physical Education,J Teach Phys Educ,4.155
Journal of Technology Transfer,J Technol Transfer,5.783
Journal of Telemedicine and Telecare,J Telemed Telecare,6.184
Journal of Terramechanics,J Terramechanics,2.446
Journal of Testing and Evaluation,J Test Eval,1.264
Journal of Texture Studies,J Texture Stud,3.223
Journal of the Academy of Marketing Science,J Acad Market Sci,9.418
Journal of the Acm,J Acm,1.741
Journal of the Acoustical Society of America,J Acoust Soc Am,1.84
Journal of the Air Waste Management Association,J Air Waste Manage,2.235
Journal of the American Academy of Audiology,J Am Acad Audiol,1.664
Journal of the American Academy of Child and Adolescent Psychiatry,J Am Acad Child Psy,8.829
Journal of the American Academy of Child and Adolescent Psychiatry,J Am Acad Child Psy,8.829
Journal of the American Academy of Dermatology,J Am Acad Dermatol,11.527
Journal of the American Academy of Orthopaedic Surgeons,J Am Acad Orthop Sur,3.02
Journal of the American Academy of Psychiatry and the Law,J Am Acad Psychiatry,2.349
Journal of the American Animal Hospital Association,J Am Anim Hosp Assoc,1.023
Journal of the American Association for Laboratory Animal Science,J Am Assoc Lab Anim,1.232
Journal of the American Board of Family Medicine,J Am Board Fam Med,2.657
Journal of the American Ceramic Society,J Am Ceram Soc,3.784
Journal of the American Chemical Society,J Am Chem Soc,15.419
Journal of the American College of Cardiology,J Am Coll Cardiol,24.094
Journal of the American College of Nutrition,J Am Coll Nutr,3.169
Journal of the American College of Surgeons,J Am Coll Surgeons,6.113
Journal of the American Dental Association,J Am Dent Assoc,3.634
Journal of the American Geriatrics Society,J Am Geriatr Soc,5.562
Journal of the American Geriatrics Society,J Am Geriatr Soc,5.562
Journal of the American Helicopter Society,J Am Helicopter Soc,1.101
Journal of the American Leather Chemists Association,J Am Leather Chem As,1.077
Journal of the American Mathematical Society,J Am Math Soc,5.318
Journal of the American Medical Directors Association,J Am Med Dir Assoc,4.669
Journal of the American Medical Informatics Association,J Am Med Inform Assn,4.497
Journal of the American Medical Informatics Association,J Am Med Inform Assn,4.497
Journal of the American Mosquito Control Association,J Am Mosquito Contr,0.917
Journal of the American Oil Chemists Society,J Am Oil Chem Soc,1.849
Journal of the American Pharmacists Association,J Am Pharm Assn,2.217
Journal of the American Pharmacists Association,J Am Pharm Assoc,2.217
Journal of the American Planning Association,J Am Plann Assoc,2.83
Journal of the American Podiatric Medical Association,J Am Podiat Med Assn,0.675
Journal of the American Pomological Society,J Am Pomol Soc,0.231
Journal of the American Pomological Society,J Amer Pomolog Soc,0.231
Journal of the American Psychoanalytic Association,J Am Psychoanal Ass,1.079
Journal of the American Society for Horticultural Science,J Am Soc Hortic Sci,1.144
Journal of the American Society for Mass Spectrometry,J Am Soc Mass Spectr,3.109
Journal of the American Society of Brewing Chemists,J Am Soc Brew Chem,2.062
Journal of the American Society of Echocardiography,J Am Soc Echocardiog,5.251
Journal of the American Society of Nephrology,J Am Soc Nephrol,10.121
Journal of the American Statistical Association,J Am Stat Assoc,5.033
Journal of the American Water Resources Association,J Am Water Resour As,3.202
Journal of the Anatomical Society of India,J Anat Soc India,0.15
Journal of the Asia Pacific Economy,J Asia Pac Econ,0.971
Journal of the Association for Information Systems,J Assoc Inf Syst,5.149
Journal of the Association for Information Systems,J Assoc Inf Syst,5.149
Journal of the Astronautical Sciences,J Astronaut Sci,1.531
Journal of the Atmospheric Sciences,J Atmos Sci,3.184
Journal of the Audio Engineering Society,J Audio Eng Soc,0.833
Journal of the Australian Mathematical Society,J Aust Math Soc,0.8
Journal of the Brazilian Chemical Society,J Brazil Chem Soc,1.838
Journal of the Brazilian Society of Mechanical Sciences and Engineering,J Braz Soc Mech Sci,2.22
Journal of the Canadian Dental Association,J Can Dent Assoc,1.316
Journal of the Ceramic Society of Japan,J Ceram Soc Jpn,1.224
Journal of the Chemical Society of Pakistan,J Chem Soc Pakistan,0.536
Journal of the Chilean Chemical Society,J Chil Chem Soc,1.034
Journal of the Chinese Chemical Society,J Chin Chem Soc-taip,1.967
Journal of the Chinese Institute of Engineers,J Chin Inst Eng,1.144
Journal of the Chinese Medical Association,J Chin Med Assoc,2.743
Journal of the Chinese Society of Mechanical Engineers,J Chin Soc Mech Eng,0.211
Journal of the Economic and Social History of the Orient,J Econ Soc Hist Orie,0.695
Journal of the Electrochemical Society,J Electrochem Soc,4.316
Journal of the Energy Institute,J Energy Inst,6.186
Journal of the Entomological Research Society,J Entomol Res Soc,0.55
Journal of the European Academy of Dermatology and Venereology,J Eur Acad Dermatol,6.166
Journal of the European Ceramic Society,J Eur Ceram Soc,5.302
Journal of the European Economic Association,J Eur Econ Assoc,4.583
Journal of the European Mathematical Society,J Eur Math Soc,2.197
Journal of the European Optical Society Rapid Publications,J Eur Opt Soc-rapid,1.528
Journal of the Experimental Analysis of Behavior,J Exp Anal Behav,2.468
Journal of the Experimental Analysis of Behavior,J Exp Anal Behav,2.468
Journal of the Faculty of Agriculture Kyushu University,J Fac Agr Kyushu U,0.327
Journal of the Faculty of Engineering and Architecture of Gazi University,J Fac Eng Archit Gaz,0.968
Journal of the Formosan Medical Association,J Formos Med Assoc,3.282
Journal of the Franklin Institute Engineering and Applied Mathematics,J Franklin I,4.504
Journal of the Geological Society,J Geol Soc London,3.8
Journal of the Geological Society of India,J Geol Soc India,1.459
Journal of the History of Biology,J Hist Biol,1.326
Journal of the History of Biology,J Hist Biol,1.326
Journal of the History of Medicine and Allied Sciences,J Hist Med All Sci,2.088
Journal of the History of Medicine and Allied Sciences,J Hist Med All Sci,2.088
Journal of the History of Sexuality,J Hist Sexuality,0.467
Journal of the History of the Behavioral Sciences,J Hist Behav Sci,0.667
Journal of the History of the Neurosciences,J Hist Neurosci,0.529
Journal of the Indian Chemical Society,J Indian Chem Soc,0.284
Journal of the Indian Institute of Science,J Indian I Sci,1.742
Journal of the Institute of Brewing,J I Brewing,1.759
Journal of the Institute of Mathematics of Jussieu,J Inst Math Jussieu,1.522
Journal of the International Neuropsychological Society,J Int Neuropsych Soc,2.892
Journal of the International Phonetic Association,J Int Phon Assoc,1
Journal of the International Society of Sports Nutrition,J Int Soc Sport Nutr,5.15
Journal of the Iranian Chemical Society,J Iran Chem Soc,2.019
Journal of the Japanese and International Economies,J Jpn Int Econ,1.559
Journal of the Japanese Society for Food Science and Technology Nippon Shokuhin Kagaku Kogaku Kaishi,J Jpn Soc Food Sci,0.206
Journal of the Japan Petroleum Institute,J Jpn Petrol Inst,0.56
Journal of the Kansas Entomological Society,J Kansas Entomol Soc,0.281
Journal of the Korean Astronomical Society,J Korean Astron Soc,1.39
Journal of the Korean Mathematical Society,J Korean Math Soc,0.583
Journal of the Korean Physical Society,J Korean Phys Soc,0.649
Journal of the Korean Statistical Society,J Korean Stat Soc,0.805
Journal of the Learning Sciences,J Learn Sci,5.171
Journal of the Lepidopterists Society,J Lepid Soc,0.519
Journal of the London Mathematical Society Second Series,J Lond Math Soc,1.137
Journal of the Marine Biological Association of the United Kingdom,J Mar Biol Assoc Uk,1.394
Journal of the Mathematical Society of Japan,J Math Soc Jpn,0.949
Journal of the Mechanical Behavior of Biomedical Materials,J Mech Behav Biomed,3.902
Journal of the Mechanics and Physics of Solids,J Mech Phys Solids,5.471
Journal of the Medical Library Association,J Med Libr Assoc,3.18
Journal of the Meteorological Society of Japan,J Meteorol Soc Jpn,2.236
Journal of the Mexican Chemical Society,J Mex Chem Soc,0.524
Journal of the National Comprehensive Cancer Network,J Natl Compr Canc Ne,11.908
Journal of the National Medical Association,J Natl Med Assoc,1.798
Journal of the National Science Foundation of Sri Lanka,J Natl Sci Found Sri,0.515
Journal of the Neurological Sciences,J Neurol Sci,3.181
Journal of the Operational Research Society,J Oper Res Soc,2.86
Journal of the Operational Research Society,J Oper Res Soc,2.86
Journal of the Optical Society of America a Optics Image Science and Vision,J Opt Soc Am A,2.129
Journal of the Optical Society of America b Optical Physics,J Opt Soc Am B,2.106
Journal of Theoretical and Applied Mechanics,J Theor App Mech-pol,0.927
Journal of Theoretical and Applied Mechanics,J Theor Appl Mech,0.927
Journal of Theoretical Biology,J Theor Biol,2.691
Journal of Theoretical Computational Chemistry,J Theor Comput Chem,0.939
Journal of Theoretical Politics,J Theor Polit,0.643
Journal of Theoretical Probability,J Theor Probab,0.888
Journal of the Pakistan Medical Association,J Pak Med Assoc,0.781
Journal of the Peripheral Nervous System,J Peripher Nerv Syst,3.494
Journal of the Philosophy of Sport,J Philos Sport,1.022
Journal of the Physical Society of Japan,J Phys Soc Jpn,1.828
Journal of the Polynesian Society,J Polynesian Soc,1.115
Journal of the Professional Association for Cactus Development,J Prof Assoc Cactus,1.545
Journal of the Renin Angiotensin Aldosterone System,J Renin-angio-aldo S,1.636
Journal of Thermal Analysis and Calorimetry,J Therm Anal Calorim,4.626
Journal of Thermal Biology,J Therm Biol,2.902
Journal of Thermal Science,J Therm Sci,2.438
Journal of Thermal Science and Technology,J Therm Sci Tech-jpn,0.678
Journal of Thermal Spray Technology,J Therm Spray Techn,2.757
Journal of Thermal Stresses,J Therm Stresses,3.28
Journal of Thermophysics and Heat Transfer,J Thermophys Heat Tr,1.711
Journal of Thermoplastic Composite Materials,J Thermoplast Compos,3.33
Journal of the Royal Anthropological Institute,J Roy Anthropol Inst,1.443
Journal of the Royal Society Interface,J R Soc Interface,4.118
Journal of the Royal Society Interface,J Roy Soc  Interface,4.118
Journal of the Royal Society of Medicine,J Roy Soc Med,5.344
Journal of the Royal Society of New Zealand,J Roy Soc New Zeal,2.75
Journal of the Royal Statistical Society Series a Statistics in Society,J Roy Stat Soc A Sta,2.483
Journal of the Royal Statistical Society Series a Statistics in Society,J Roy Stat Soc A Sta,2.483
Journal of the Royal Statistical Society Series b Statistical Methodology,J Roy Stat Soc B,4.488
Journal of the Royal Statistical Society Series c Applied Statistics,J Roy Stat Soc C-app,1.864
Journal of the Science of Food and Agriculture,J Sci Food Agr,3.638
Journal of the Serbian Chemical Society,J Serb Chem Soc,1.24
Journal of the Society for Information Display,J Soc Inf Display,2.14
Journal of the Society of Leather Technologists and Chemists,J Soc Leath Tech Ch,0.4
Journal of the South African Institution of Civil Engineering,J S Afr Inst Civ Eng,0.489
Journal of the Taiwan Institute of Chemical Engineers,J Taiwan Inst Chem E,5.876
Journal of the Textile Institute,J Text I,1.88
Journal of the Torrey Botanical Society,J Torrey Bot Soc,0.609
Journal of the World Aquaculture Society,J World Aquacult Soc,2.512
Journal of Thoracic and Cardiovascular Surgery,J Thorac Cardiov Sur,5.209
Journal of Thoracic Imaging,J Thorac Imag,3
Journal of Thoracic Oncology,J Thorac Oncol,15.609
Journal of Thrombosis and Haemostasis,J Thromb Haemost,5.824
Journal of Thrombosis and Thrombolysis,J Thromb Thrombolys,2.3
Journal of Time Series Analysis,J Time Ser Anal,1.366
Journal of Tissue Engineering and Regenerative Medicine,J Tissue Eng Regen M,3.963
Journal of Topology,J Topol,1.582
Journal of Toxicological Sciences,J Toxicol Sci,2.196
Journal of Toxicologic Pathology,J Toxicol Pathol,1.628
Journal of Toxicology and Environmental Health Part a Current Issues,J Toxicol Env Heal A,2.527
Journal of Toxicology and Environmental Health Part b Critical Reviews,J Toxicol Env Heal B,6.393
Journal of Trace Elements in Medicine and Biology,J Trace Elem Med Bio,3.849
Journal of Traditional Chinese Medicine,J Tradit Chin Med,0.848
Journal of Transcultural Nursing,J Transcult Nurs,1.959
Journal of Transcultural Nursing,J Transcult Nurs,1.959
Journal of Translational Medicine,J Transl Med,5.531
Journal of Transport Economics and Policy,J Transp Econ Policy,1.053
Journal of Transport Geography,J Transp Geogr,4.986
Journal of Trauma Dissociation,J Trauma Dissociatio,2.754
Journal of Traumatic Stress,J Trauma Stress,3.476
Journal of Travel Medicine,J Travel Med,8.49
Journal of Travel Research,J Travel Res,10.982
Journal of Tribology Transactions of the Asme,J Tribol-t Asme,2.045
Journal of Tropical Ecology,J Trop Ecol,1.394
Journal of Tropical Forest Science,J Trop For Sci,0.77
Journal of Tropical Meteorology,J Trop Meteorol,1
Journal of Tropical Pediatrics,J Trop Pediatrics,1.165
Journal of Turbomachinery Transactions of the Asme,J Turbomach,1.688
Journal of Turbulence,J Turbul,1.403
Journal of Ultrasound in Medicine,J Ultras Med,2.153
Journal of Universal Computer Science,J Univers Comput Sci,1.139
Journal of Urban Affairs,J Urban Aff,3.377
Journal of Urban Economics,J Urban Econ,3.637
Journal of Urban Health Bulletin of the New York Academy of Medicine,J Urban Health,3.671
Journal of Urban History,J Urban Hist,0.518
Journal of Urban Technology,J Urban Technol,5.465
Journal of Urology,J Urology,7.45
Journal of Vacuum Science Technology a,J Vac Sci Technol A,2.427
Journal of Vacuum Science Technology b,J Vac Sci Technol B,1.416
Journal of Value Inquiry,J Value Inquiry,0.793
Journal of Vascular Access,J Vasc Access,2.283
Journal of Vascular and Interventional Radiology,J Vasc Interv Radiol,3.464
Journal of Vascular Research,J Vasc Res,1.934
Journal of Vascular Surgery,J Vasc Surg,4.268
Journal of Vector Borne Diseases,J Vector Dis,1.688
Journal of Vector Ecology,J Vector Ecol,1.671
Journal of Vegetation Science,J Veg Sci,2.685
Journal of Venomous Animals and Toxins Including Tropical Diseases,J Venom Anim Toxins,2.831
Journal of Vertebrate Paleontology,J Vertebr Paleontol,1.931
Journal of Vestibular Research Equilibrium Orientation,J Vestibul Res-equil,2.435
Journal of Veterinary Behavior Clinical Applications and Research,J Vet Behav,1.975
Journal of Veterinary Dentistry,J Vet Dent,0.857
Journal of Veterinary Diagnostic Investigation,J Vet Diagn Invest,1.279
Journal of Veterinary Emergency and Critical Care,J Vet Emerg Crit Car,1.543
Journal of Veterinary Internal Medicine,J Vet Intern Med,3.333
Journal of Veterinary Medical Education,J Vet Med Educ,1.027
Journal of Veterinary Medical Science,J Vet Med Sci,1.267
Journal of Veterinary Pharmacology and Therapeutics,J Vet Pharmacol Ther,1.786
Journal of Veterinary Science,J Vet Sci,1.672
Journal of Vibration and Acoustics Transactions of the Asme,J Vib Acoust,1.583
Journal of Vibration and Control,J Vib Control,3.095
Journal of Vinyl Additive Technology,J Vinyl Addit Techn,1.993
Journal of Viral Hepatitis,J Viral Hepatitis,3.728
Journal of Virological Methods,J Virol Methods,2.014
Journal of Virology,J Virol,5.103
Journal of Vision,J Vision,2.24
Journal of Visual Communication and Image Representation,J Vis Commun Image R,2.678
Journal of Visual Culture,J Vis Cult,0.4
Journal of Visual Impairment Blindness,J Visual Impair Blin,0.798
Journal of Visualization,J Visual-japan,1.331
Journal of Vocational Behavior,J Vocat Behav,6.065
Journal of Voice,J Voice,2.009
Journal of Volcanology and Geothermal Research,J Volcanol Geoth Res,2.789
Journal of Volcanology and Seismology,J Volcanol Seismol+,0.761
Journal of Water and Health,J Water Health,1.744
Journal of Water Chemistry and Technology,J Water Chem Techno+,0.669
Journal of Water Supply Research and Technology Aqua,J Water Supply Res T,1.644
Journal of Web Engineering,J Web Eng,0.617
Journal of Web Semantics,J Web Semant,1.897
Journal of Wildlife Diseases,J Wildlife Dis,1.535
Journal of Wildlife Management,J Wildlife Manage,2.469
Journal of Wind Engineering and Industrial Aerodynamics,J Wind Eng Ind Aerod,4.082
Journal of Women Aging,J Women Aging,1.969
Journal of Women Politics Policy,J Women Polit Policy,2
Journal of Womens Health,J Womens Health,2.681
Journal of Womens Health,J Womens Health,2.681
Journal of Womens History,J Womens Hist,0.373
Journal of Wood Chemistry and Technology,J Wood Chem Technol,2.63
Journal of Wood Science,J Wood Sci,2.17
Journal of World Business,J World Bus,8.513
Journal of World Prehistory,J World Prehist,3.24
Journal of World Trade,J World Trade,0.977
Journal of Wound Ostomy and Continence Nursing,J Wound Ostomy Cont,1.741
Journal of Wound Ostomy and Continence Nursing,J Wound Ostomy Cont,1.741
Journal of Wuhan University of Technology Materials Science Edition,J Wuhan Univ Technol,0.957
Journal of x Ray Science and Technology,J X-ray Sci Technol,1.535
Journal of Youth and Adolescence,J Youth Adolescence,4.381
Journal of Youth Studies,J Youth Stud,2.589
Journal of Zhejiang University Science a,J Zhejiang Univ-sc A,2.263
Journal of Zhejiang University Science b,J Zhejiang Univ-sc B,3.066
Journal of Zoo and Wildlife Medicine,J Zoo Wildlife Med,0.776
Journal of Zoological Systematics and Evolutionary Research,J Zool Syst Evol Res,2.288
Journal of Zoology,J Zool,2.322
Journals of Gerontology Series a Biological Sciences and Medical Sciences,J Gerontol A-biol,6.053
Journals of Gerontology Series a Biological Sciences and Medical Sciences,J Gerontol A-biol,6.053
Journals of Gerontology Series b Psychological Sciences and Social Sciences,J Gerontol B-psychol,4.077
Journals of Gerontology Series b Psychological Sciences and Social Sciences,J Gerontol B-psychol,4.077
Jpc Journal of Planar Chromatography Modern Tlc,Jpc-j Planar Chromat,0.856
Jsls Journal of the Society of Laparoendoscopic Surgeons,Jsls-j Soc Laparoend,2.172
Judgment and Decision Making,Judgm Decis Mak,2.543
Justice Quarterly,Justice Q,4.717
Justice System Journal,Justice Syst J,0.912
Juvenile and Family Court Journal,Juvenile Fam Court J,0.441
Kafkas Universitesi Veteriner Fakultesi Dergisi,Kafkas Univ Vet Fak,0.685
Kagaku Kogaku Ronbunshu,Kagaku Kogaku Ronbun,0.422
Kaohsiung Journal of Medical Sciences,Kaohsiung J Med Sci,2.744
Kardiologia Polska,Kardiol Pol,3.108
Kardiologiya,Kardiologiya,0.395
Kedi Journal of Educational Policy,Kedi J Educ Policy,0.552
Kennedy Institute of Ethics Journal,Kennedy Inst Ethic J,1.103
Kerntechnik,Kerntechnik,0.293
Kgk Kautschuk Gummi Kunststoffe,Kgk-kaut Gummi Kunst,0.441
Kidney Blood Pressure Research,Kidney Blood Press R,2.687
Kidney International,Kidney Int,10.612
Kindheit Und Entwicklung,Kindh Entwickl,0.608
Kinematics and Physics of Celestial Bodies,Kinemat Phys Celest+,0.604
Kinesiology,Kinesiology,1.452
Kinesiology,Kinesiology,1.452
Kinetic and Related Models,Kinet Relat Mod,1.432
Kinetics and Catalysis,Kinet Catal+,1
Kleintierpraxis,Kleintierpraxis,0.105
Klinische Monatsblatter Fur Augenheilkunde,Klin Monatsbl Augenh,0.7
Klinische Neurophysiologie,Klin Neurophysiol,0.27
Klinische Padiatrie,Klin Padiatr,1.349
Knee,Knee,2.199
Knee Surgery Sports Traumatology Arthroscopy,Knee Surg Sport Tr A,4.342
Knowledge and Information Systems,Knowl Inf Syst,2.822
Knowledge and Management of Aquatic Ecosystems,Knowl Manag Aquat Ec,1.677
Knowledge Based Systems,Knowl-based Syst,8.038
Knowledge Engineering Review,Knowl Eng Rev,1.115
Knowledge Management Research Practice,Knowl Man Res Pract,2.744
Knowledge Organization,Knowl Organ,1
Kodai Mathematical Journal,Kodai Math J,0.262
Koedoe,Koedoe,1.241
Kolner Zeitschrift Fur Soziologie Und Sozialpsychologie,Kolner Z Soziol Soz,0.819
Kona Powder and Particle Journal,Kona Powder Part J,2.897
Korea Australia Rheology Journal,Korea-aust Rheol J,1.446
Korean Journal for Food Science of Animal Resources,Korean J Food Sci An,2.622
Korean Journal of Chemical Engineering,Korean J Chem Eng,3.309
Korean Journal of Defense Analysis,Korean J Def Anal,0.413
Korean Journal of Metals and Materials,Korean J Met Mater,1.005
Korean Journal of Orthodontics,Korean J Orthod,1.372
Korean Journal of Parasitology,Korean J Parasitol,1.341
Korean Journal of Physiology Pharmacology,Korean J Physiol Pha,2.016
Korean Journal of Radiology,Korean J Radiol,3.5
Korea Observer,Korea Obs,0.286
Kovove Materialy Metallic Materials,Kovove Mater,1.068
Ksce Journal of Civil Engineering,Ksce J Civ Eng,1.805
Ksii Transactions on Internet and Information Systems,Ksii T Internet Inf,0.858
Kuwait Medical Journal,Kuwait Med J,0.076
Kybernetes,Kybernetes,2.235
Kybernetika,Kybernetika,0.892
Kyklos,Kyklos,1.894
Kyoto Journal of Mathematics,Kyoto J Math,0.964
Kyushu Journal of Mathematics,Kyushu J Math,0.347
Lab Animal,Lab Animal,12.625
Lab on a Chip,Lab Chip,6.799
Laboratory Animals,Lab Anim,2.471
Laboratory Animals,Lab Anim-uk,2.471
Laboratory Investigation,Lab Invest,5.662
Laboratory Medicine,Lab Med,1.525
Labor History,Labor Hist,0.561
Labor History,Labor Hist-uk,0.561
Labour Economics,Labour Econ,1.772
Labour History,Labour Hist,0.243
Labour History,Labour Hist-aust,0.243
Labour Le Travail,Labour-travail,0.543
Laeknabladid,Laeknabladid,0.548
Lake and Reservoir Management,Lake Reserv Manage,1.444
Lancet,Lancet,79.321
Lancet Infectious Diseases,Lancet Infect Dis,25.071
Lancet Neurology,Lancet Neurol,44.182
Lancet Oncology,Lancet Oncol,41.316
Land Degradation Development,Land Degrad Dev,4.977
Land Economics,Land Econ,2.087
Landscape and Ecological Engineering,Landsc Ecol Eng,1.813
Landscape and Urban Planning,Landscape Urban Plan,6.142
Landscape and Urban Planning,Landscape Urban Plan,6.142
Landscape Ecology,Landscape Ecol,3.848
Landscape Research,Landscape Res,2.055
Landslides,Landslides,6.578
Land Use Policy,Land Use Policy,5.398
Langenbecks Archives of Surgery,Langenbeck Arch Surg,3.445
Langmuir,Langmuir,3.882
Language,Language,1.583
Language Acquisition,Lang Acquis,1.349
Language Acquisition,Palgrave Adv,1.349
Language Communication,Lang Commun,1.765
Language and Education,Brit S Ap L,2.032
Language and Education,Lang Educ-uk,2.032
Language and Intercultural Communication,Lang Intercult Comm,1.903
Language and Linguistics,Lang Linguist,0.106
Language and Linguistics,Lang Linguist-taiwan,0.106
Language and Literature,Lang Lit,0.677
Language and Speech,Lang Speech,1.5
Language and Speech,Lang Speech,1.5
Language and Speech,Act Neur S,1.5
Language and Speech,Act Neur S,1.5
Language Assessment Quarterly,Lang Assess Q,1.667
Language Awareness,Lang Aware,1.654
Language Culture and Curriculum,Lang Cult Curric,1.439
Language in Society,Lang Soc,2.38
Language Learning,Lang Learn,4.667
Language Learning Technology,Lang Learn Technol,4.313
Language Matters,Lang Matters,0.605
Language Policy,Lang Policy-neth,2.491
Language Problems Language Planning,Lang Probl Lang Plan,0.517
Language Resources and Evaluation,Lang Resour Eval,1.358
Language Sciences,Lang Sci,0.682
Language Speech and Hearing Services in Schools,Lang Speech Hear Ser,2.983
Language Speech and Hearing Services in Schools,Lang Speech Hear Ser,2.983
Language Teaching,Lang Teach,5.327
Language Teaching,Lang Teaching,5.327
Language Teaching Research,Lang Teach Res,3.899
Language Testing,Lang Test,3.551
Language Variation and Change,Lang Var Change,1.267
Large Animal Review,Large Anim Rev,0.417
Laryngo Rhino Otologie,Laryngo Rhino Otol,1.057
Laryngoscope,Laryngoscope,3.325
Laser Photonics Reviews,Laser Photonics Rev,13.138
Laser and Particle Beams,Laser Part Beams,1.16
Laser Focus World,Laser Focus World,0.108
Laser Physics,Laser Phys,1.366
Laser Physics,P Soc Photo-opt Ins,1.366
Laser Physics Letters,Laser Phys Lett,2.016
Lasers in Engineering,Laser Eng,0.665
Lasers in Medical Science,Laser Med Sci,3.161
Lasers in Surgery and Medicine,Laser Surg Med,4.025
Laterality,Laterality,1.816
Latin American Antiquity,Lat Am Antiq,0.96
Latin American Applied Research,Lat Am Appl Res,0.184
Latin American Applied Research,Latin Am Appl Res,0.184
Latin American Journal of Aquatic Research,Lat Am J Aquat Res,0.958
Latin American Journal of Pharmacy,Lat Am J Pharm,0.249
Latin American Journal of Solids and Structures,Lat Am J Solids Stru,1.245
Latin American Perspectives,Lat Am Perspect,1.065
Latin American Politics and Society,Lat Am Polit Soc,1.255
Latin American Research Review,Lat Am Res Rev,0.779
Law Policy,Law Policy,1.432
Law Society Review,Law Soc Rev,1.817
Law and Human Behavior,Law Human Behav,3.795
Law and Philosophy,Law Philos,0.694
Law and Social Inquiry Journal of the American Bar Foundation,Law Social Inquiry,1.274
Law Library Journal,Law Libr J,0.258
Leadership,Leadership-london,2.403
Leadership Quarterly,Leadership Quart,10.517
Learned Publishing,Learn Publ,2.506
Learning Behavior,Learn Behav,1.986
Learning Behavior,Learn Behav,1.986
Learning Memory,Learn Memory,2.46
Learning and Individual Differences,Learn Individ Differ,3.139
Learning and Instruction,Eur Res Int,5.146
Learning and Instruction,Learn Instr,5.146
Learning and Motivation,Learn Motiv,1.82
Learning Disability Quarterly,Learn Disability Q,1.865
Learning Media and Technology,Learn Media Technol,4.682
Lecture Notes in Mathematics,Lect Notes Math,0.417
Legal and Criminological Psychology,Legal Criminol Psych,2.743
Legal Medicine,Leg Med,1.376
Legal Medicine,Legal Med,1.376
Legal Medicine,Legal Med-tokyo,1.376
Legislative Studies Quarterly,Legis Stud Quart,2.159
Legume Research,Legume Res,0.589
Leiden Journal of International Law,Leiden J Int Law,1.397
Leisure Sciences,Leisure Sci,2.75
Leisure Studies,Leisure Stud,2.949
Leprosy Review,Leprosy Rev,0.537
Lethaia,Lethaia,2.247
Letters in Applied Microbiology,Lett Appl Microbiol,2.858
Letters in Drug Design Discovery,Lett Drug Des Discov,1.15
Letters in Mathematical Physics,Lett Math Phys,1.55
Letters in Organic Chemistry,Lett Org Chem,0.867
Leukemia,Leukemia,11.528
Leukemia Lymphoma,Leukemia Lymphoma,3.28
Leukemia Research,Leukemia Res,3.156
Leukos,Leukos,3.389
Lexikos,Lexikos,0.371
Lex Localis Journal of Local Self Government,Lex Localis,0.592
Library Information Science Research,Libr Inform Sci Res,2.73
Library and Information Science,Libr Inform Sc,1.333
Library and Information Science,Libr Inform Sci,1.333
Library Hi Tech,Libr Hi Tech,2.357
Library Journal,Libr J,0.386
Library Quarterly,Libr Quart,1.895
Library Resources Technical Services,Libr Resour Tech Ser,0.424
Library Trends,Libr Trends,1.311
Libyan Journal of Medicine,Libyan J Med,1.657
Lichenologist,Lichenologist,1.514
Life Sciences,Life Sci,5.037
Lifetime Data Analysis,Lifetime Data Anal,1.588
Light Engineering,Light Eng,0.421
